PaperID;Index;Stressor;Effect;Endpoint;Species;Year;Authors;Title;Abstract;DOI;Quote;Location;Lat;Long;Approach category;Approach;Life stage;Direction;Interactions (Y/N);"Intereaction (none; synergistic; antagonistic)";Notes;Notes_anc;Notes_gh;;;;;;;;;;;;
Meier2004a;a;Warming, temperature;Reproduction/Recruitment;Seals;Baltic ringed seals (Phoca hispida botnica);2004;Meier, HEM and Döscher, R and Halkka, A;Simulated distributions of {Baltic} {Sea}-ice in warming climate and consequences for the winter habitat of the {Baltic} ringed seal;Sea-ice in the Baltic Sea in present and future climates is investigated. The Rossby Centre Regional Atmosphere-Ocean model was used to perform a set of 30-year-long time slice experiments. For each of the two driving global models HadAM3H and ECHAM4/OPYC3, one control run (1961-1990) and two scenario runs (2071-2100) based upon the SIRES A2 and B2 emission scenarios were conducted. The future sea-ice volume in the Baltic Sea is reduced by 83\% on average. The Bothnian Sea, large areas of the Gulf of Finland and Gulf of Riga, and the outer parts of the southwestern archipelago of Finland will become ice-free in the mean. The presented scenarios are used to study the impact of climate change on the Baltic ringed seal (Phoca hispida botnica). Climate change seems to be a major threat to all southern populations. The only fairly good winter sea-ice habitat is found to be confined to the Bay of Bothnia.;"10.1639/0044-7447(2004)033[0249:SDOBSI]2.0.CO;2";"""Assuming that an ice-cover of two months is the
minimum threshold, successful breeding of the Baltic
ringed seal will in most years probably be possible
only in the northernmost Baltic Sea (Bay of Bothnia). Although the uncertainty is large (Fig. 8), this
conclusion holds in general for how all our scenarios
performed. The probability uncertainty ranges (minimum to maximum values) for a threshold of 2 months
are 97%–100% (Bay of Bothnia), 17%–50% (Gulf of
Finland), 0%–13% (Archipelago Sea), and 0%–27%
(Gulf of Riga).""";greater Baltic Sea area;58,63;20,42;Model;Downsampled regional climate model of sea ice scenarios in 30 year time slices compared to historical/present habitat of Baltic ringed seals.;;Negative;N;;Scenario A2 assumes a relatively large increase in GHG emissions, while B2 is also an increase, but slower. Persistence of ringed seal only predicted in Bay of Bothnia based on ice cover findings. Limited by current knowledge of breeding areas.;Ok;;;;;;;;;;;;;
Meier2018a;a;;;;;2018;Meier, H. E. Markus and Vaeli, Germo and Naumann, Michael and Eilola, Kari and Frauen, Claudia;Recently Accelerated Oxygen Consumption Rates Amplify Deoxygenation in the Baltic Sea;Many coastal seas suffer from expanding bottom-water deoxygenation and hypoxia primarily because of excessive nutrient loads from land. The Baltic Sea in northern Europe has one of the largest anthropogenically induced oxygen-deficient bottom zones in the world. Despite the decrease of nutrient supply after the 1980s, recently observed oxygen consumption rates are higher than ever observed, limiting the impact of natural ventilation by oxygen-enriched saltwater intrusions. We have estimated oxygen consumption rates after saltwater inflows during subsequent stagnation periods from monitoring observations and model results for 1850-2015. In recent years, ventilating water that originates mainly from the surface layer has contained higher concentrations of organic matter, zooplankton, and higher trophic levels. As a result, oxygen consumption in the water column has increased relatively more than oxygen consumption in the sediment, primarily due to respiration of zooplankton and higher trophic levels. Subsequently, natural ventilation has become less effective in alleviating hypoxia, instead amplifying deoxygenation of the deep water. We propose that such a detrimental, positive feedback may also affect other coastal seas with nutrient excess and with an intense, internal recirculation. Other drivers of oxygen consumption, like warming, were found to be less important under contemporary conditions.;10.1029/2017JC013686;;;;;;;;;;;Exclude, concerns role of zooplankton in driving increased oxygen consumption and subsequent hypoxia rather than impact of hypoxia on zooplankton.;Ok;;;;;;;;;;;;;
Mendel2019a;a;Offshore wind and other marine infrastructure;Habitat availability;Seabirds;loons;2019;Mendel, Bettina and Schwemmer, Philipp and Peschko, Verena and Mueller, Sabine and Schwemmer, Henriette and Mercker, Moritz and Garthe, Stefan;Operational offshore wind farms and associated ship traffic cause profound changes in distribution patterns of Loons (Gavia spp.);Seabirds select suitable habitats at sea, but these habitats may be strongly impacted by marine spatial planning, including the construction of offshore wind farms (OWFs) and the associated ship traffic. Loons (Gavia spp.) are particularly vulnerable to anthropogenic activities and are also of high conservation status, making them particularly relevant to marine planning processes. We investigated the effects of OWF construction and ship traffic on Loon distributions in the German North Sea on a large spatial scale, using a `before-after' control impact analysis approach and a long-term data set. Many OWFs were built in or close to core areas of Loon distributions. Loons showed significant shifts in their distribution in the `after' period and subsequently aggregated between two OWF clusters, indicating the remaining suitable habitat. The decrease in Loon abundance became significant as far as about 16 km from the closest OWF. Ship traffic also had a significant negative impact on Loons, indicating that OWFs deterred Loons through the combined effect of ship traffic and the wind turbines themselves. This study provides the first analysis of the extensive effects of OWFs and ships on Loons on a large spatial scale. The results provide an essential baseline for future marine spatial planning processes in the German North Sea and elsewhere.;10.1016/j.jenvman.2018.10.053;"""The spatial distribution patterns of Loons changed profoundly between the ‘before’ and ‘after periods (Fig. 2). During the ‘before’ period, the core area with the highest Loon densities clearly overlapped the area of the planned ‘Butendiek’ wind farm, while moderately high densities stretched out to the area of the planned ‘Helgoland Cluster’. In contrast, there was a clear shift to the area located between these two OWF sites during the ‘after’ period (Fig. 2). The areas of the OWFs themselves, as well as the immediate vicinities, showed extremely low abundances of Loons during the ‘after’ period. The core area of Loons during the ‘after’ period was thus still located in the centre of the SPA, but the birds were more aggregated within the still-undisturbed sea area."" ""Incorporating distance from the nearest OWF as a smoothed term in the model allowed us to highlight the fact that Loons reacted as far as 20 km from OWFs, with significant changes in densities at a distance of 16.5 km and the greatest changes in abundance within 10 km.""";German North Sea;54,69;7,67;Survey;Before and after control impact (BACI) survey design from count data of birds inside and outside OWF operation areas (multiple established and proposed farms).;Adult;Negative;N;;Focused on Special Protection Areas (SPAs) which have seen OWF development. Even if loon occurrence remains concentrated within the SPA it clearly moves to avoid OWF sites.;(Avoidance) behavior? Habitat loss?;;;;;;;;;;;;;
Merchant2018a;a;Underwater noise;Habitat availability;herring (Clupea harengus);herring (Clupea harengus);2018;Merchant, Nathan D. and Faulkner, Rebecca C. and Martinez, Roi;Marine Noise Budgets in Practice;Many countries have made statutory commitments to ensure that underwater noise pollution is at levels which do not harm marine ecosystems. Nevertheless, coordinated action to manage cumulative noise levels is lacking, despite broad recognition of the risks to ecosystem health. We attribute this impasse to a lack of quantitative management targets-or ``noise budgets{''}-which regulatory decision-makers can work toward, and propose a framework of risk-based noise exposure indicators which make such targets possible. These indicators employ novel noise exposure curves to quantify the proportion of a population or habitat exposed, and the associated exposure duration. This methodology facilitates both place-based and ecosystem-based approaches, enabling the integration of noise management into marine spatial planning, risk assessment of population-level consequences, and cumulative effects assessment. Using data from the first international assessment of impulsive noise activity, we apply this approach to herring spawning and harbor porpoise in the North Sea.;10.1111/conl.12420;"""Herring are particularly sensitive to sound, and maps of herring spawning areas are used to manage the risk of impact at this key life stage. Decreases in herring abundance have occurred at up to ∼37 km around seismic surveys (Slotte et al. 2004). Using this distance of effect, we produced a noise pressure map using the noise data described above. We then selected three seasonal spawning areas (Figure 5a) from a map used for risk assessment by U.K. regulators (Coull et al. 1998), and combined these with the noise pressure map to produce a risk map (Figure 5b) which indicates the percentage of the corresponding spawning season in which noise exposure occurred.""";North Sea;55,01;3,14;Model;"Seasonal risk maps using the metric of ""pulse block days"" were constructed using reported underwater noise datasets and overlaying population density.";Adult;Negative;N;;Paper more focused on mapping impacts, cites other paper to establish stressor relationship.;Ok (or habitat loss?);;;;;;;;;;;;;
Merchant2018a;a;Underwater noise;Habitat availability;harbour porpoise (Phocoena phocoena);herring (Clupea harengus);2018;Merchant, Nathan D. and Faulkner, Rebecca C. and Martinez, Roi;Marine Noise Budgets in Practice;Many countries have made statutory commitments to ensure that underwater noise pollution is at levels which do not harm marine ecosystems. Nevertheless, coordinated action to manage cumulative noise levels is lacking, despite broad recognition of the risks to ecosystem health. We attribute this impasse to a lack of quantitative management targets-or ``noise budgets{''}-which regulatory decision-makers can work toward, and propose a framework of risk-based noise exposure indicators which make such targets possible. These indicators employ novel noise exposure curves to quantify the proportion of a population or habitat exposed, and the associated exposure duration. This methodology facilitates both place-based and ecosystem-based approaches, enabling the integration of noise management into marine spatial planning, risk assessment of population-level consequences, and cumulative effects assessment. Using data from the first international assessment of impulsive noise activity, we apply this approach to herring spawning and harbor porpoise in the North Sea.;10.1111/conl.12420;"""Harbor porpoise in the North Sea have been displaced from impulsive noise sources by up to ∼20 km (Tougaard et al. 2009), and the noise pressure map was adjusted to reflect this distance of effect. Seasonal estimates of population density were based on modeled maps (Gilles et al. 2016) derived from field surveys (Hammond et al. 2013).""";North Sea;55,01;3,14;Model;"Seasonal risk maps using the metric of ""pulse block days"" were constructed using reported underwater noise datasets and overlaying population density.";Adult;Negative;N;;Paper more focused on mapping impacts, cites other paper to establish stressor relationship.;Ok (or habitat loss?);;;;;;;;;;;;;
Michael2016a;a;;;whiting (Merlangius merlangus);whiting (Merlangius merlangus);2016;Michael, Katharina and Koschnick, Nils and Poertner, Hans-O. and Lucassen, Magnus;Response of branchial Na+/K+ ATPase to changes in ambient temperature in Atlantic cod (Gadus morhua) and whiting (Merlangius merlangus);The maintenance of ion and pH homeostasis despite changes in ambient temperature is crucial for ectothermic organisms. Thermal sensitivity of Na+/K+ ATPase mRNA expression, protein expression and activity was determined in gills of North Sea cod (NC) and Northeastern Arctic cod (NEAC), acclimated for 6 weeks at 4 and 10 A degrees C and compared to field samples of North Sea cod (sNC), acclimatized to early spring (4 A degrees C) and summer (18 A degrees C) conditions. The same analyses were conducted in gills of the confamiliar whiting, acclimated at 4 and 10 A degrees C. Branchial Na+/K+ ATPase capacities remained uncompensated at functional and protein levels in NC and NEAC at both acclimation temperatures. Na+/K+ ATPase mRNA expression in NEAC acclimated at 10 A degrees C was about twofold higher compared to NC, indicating some population-specific differentiation at this level. Lower Na+/K+ ATPase capacities in gills of warm-acclimatized sNC at common assay temperatures indicate thermal compensation between seasonal extremes, and post-translational modifications contributed to this mitigation at high assay temperature. Together, cod compensates Na+/K+ ATPase capacities on the warm edge of the thermal window and below 4 A degrees C, respectively. In contrast, whiting Na+/K+ ATPase capacities were cold compensated at 4 A degrees C, supported by 1.5-fold higher mRNA and protein expression. Besides, capacities were lower in whiting compared to NC and NEAC at optimum temperature, which may be advantageous in terms of reduced maintenance cost, but at temperatures a parts per thousand currency sign4 A degrees C, compensation may represent an energy trade-off to maintain homeostasis. The species-specific response of gadid Na+/K+ ATPase indicates certain threshold temperatures beyond which compensation of the pump is elicited, possibly related to the different biogeography of these species.;10.1007/s00360-016-0970-8;"""It remains to be investigated whether the lower capacity of whiting gill Na+/K+ ATPase contributes to setting the upper limits of the thermal window higher than in cod, especially in the light of predicted ocean warming.""";;;;;;;;;;Exclude, focuses on cod and lower temperature thresholds. Speculates about influence on upper end of thermal window, but does not investigate.;Ok;;;;;;;;;;;;;
Middel2017a;a;Underwater noise;Habitat availability;harbour porpoise (Phocoena phocoena);;2017;Middel, Heleen & Verones, Francesca;Making Marine Noise Pollution Impacts Heard: The Case of Cetaceans in the North Sea within Life Cycle Impact Assessment;;;"""To calculate the impact of the number of affected harbour porpoises on a population level, we divide the affected individuals per year by the total population of harbour porpoises in the North Sea, resulting in a potentially disappeared fraction of species (PDF) (the species disappear temporarily from the area). By multiplying this fraction by the total number of years that the disturbance will take place, and dividing by the total production of electricity [kWh] over a lifetime of the wind park, we obtain a characterization factor on the endpoint level (PDFpop·yr/kWh) (Equation (3)). PDF is a commonly used unit for the area of protection ecosystem quality [60–62]. We are thus in line with this tradition, even though our indicator indicates the disappearance within one population (therefore subscript “pop”, for population is added) and not across species diversity, as usual."" Reported Endpoint Regional [PDF.yr/kWh] for Harbour porpoise: 2.73 × 10−13";Dutch North Sea;52,50;4,53;Model;Impact model based on literature values;Adult;Negative;N;;Describes noise impacts as a temporary loss in habitat, rather than an energetic and thus reproductive cost imposed. Compares magnitude of impact to other impact categories such as climate change and contaminants using the metric of potentially disappeared fraction of species (PDF.year/kWh in the case of wind farm construction impact);Behavior or habitat loss;;;;;;;;;;;;;
Middelboe1997a;a;Other climate;Geographical range/seasonality;Seaweed & Seagrass;;1997;Middelboe, Anne Lise and Sand-Jensen, Kaj and Brodersen, Klaus;Patterns of macroalgal distribution in the Kattegat-Baltic region;The decline of species diversity of benthic macroalgae in estuaries has been explained mainly by the physiological restrictions imposed by reduced salinity, although a complex of factors is likely to influence the distribution. A comprehensive distributional index for the 422 species of benthic marine macroalgae in 22 districts of the Kattegat-Baltic brackish region provided an opportunity to analyze in detail the factors regulating species number and composition. Kattegat is the Source area for the predominantly marine benthic algal flora of the Baltic Sea. The narrow Danish straits are the main barrier., to exchange of species and water between Kattegat and the Baltic, and patterns of species distribution Suggest that the wider and deeper strait (Great Belt) has formed the least stressful and most important dispersal route. Species number and Composition of benthic macroalgae across the entire region were closely related to both salinity and distance from the source area. Though these two factors are correlated, we found support for the separate influence of declining salinity by the steeper reduction of species number among the predominantly marine groups of red and brown algae than among the mixed rnarine-freshwater green algae and by the profound reduction of species number over short distances into Oresund. The influence of dispersal barriers was supported by the much stronger numerical reduction from Kattegat to the Baltic of nondominant rather than dominant marine species and by the continued reduction of species number over long distances. but small salinity gradients, across the Baltic Sea. Within the restricted salinity range of the Baltic Sea. districts with rocky coasts Suitable for attachment and survival of benthic macroalgae supported more species than districts with moraine coasts, along which benthic macroalgae are confined to scattered stones surrounded by soft-bottom sediments.;10.2216/i0031-8884-36-3-208.1;;;;;Survey;;;;;;Exclude, describes distribution of macroalgal species in the Belt and Baltic Sea areas through the lens of salinity as a limiting factor, but does not describe stressors or likely changes due to stressor relationships.;Ok;;;;;;;;;;;;;
Miethe2014a;a;Hypoxia, deoxygenation;Geographical range/seasonality;herring (Clupea harengus);herring (Clupea harengus);2014;Miethe, Tanja and Groehsler, Tomas and Boettcher, Uwe and von Dorrien, Christian;The effects of periodic marine inflow into the Baltic Sea on the migration patterns of Western Baltic spring-spawning herring;Western Baltic spring-spawning herring (WBSSH, Clupea harengus L.) perform seasonal migrations between feeding grounds in the Skagerrak and Kattegat and their spawning sites in the Western Baltic Sea. The Sound, connecting the Kattegat to the Western Baltic Sea, is an important aggregation and transition zone for this herring stock during its spawning migration. We analysed data from the German autumn acoustic surveys of the years 19932009. These data revealed at least two different distribution patterns of herring in autumn: herring generally aggregated in the Sound, but in some years the majority of herring were detected further south, being outside of the Sound by the time of the survey. We tested whether observed annual differences in the herring migration can be explained by either stock characteristics (age and size) or hydrographical variables (salinity and oxygen concentration). Our results suggest that rather than being related to stock characteristics, the distribution pattern of herring was related to environmental conditions, i.e. to marine inflow events into the Baltic Sea. Barotropic inflow events in late summer and early autumn seem to prevent deoxygenation in the Sound and thereby favour the prolonged aggregation of herring in the Sound.;10.1093/icesjms/fst166;"""Also, climate projections predict higher precipitation, lower westerly wind conditions, higher temperature, and lower frequency of barotropic inflow events in late summer and early autumn (Matthäus and Schinke, 1999; Meier et al., 2011b). Rising temperature will not only decrease oxygen solubility but also increases oxygen consumption, which could promote temporal hypoxia in the Sound (Conley et al., 2011; Bendtsen and Hansen, 2013). In the future, lack of marine inflow from the Kattegat counteracting oxygen depletion in the Sound may thereby trigger more frequently early migration of herring from the Sound into the Arkona Sea.""";Western Baltic Sea;55,44;12,71;Model;"""Centre of gravity"" of the spatial herring stock was used to asses changes in stock distribution from one year to another. This, combined with stock characteristics, like number and size, as well as marine inflow dynamics and overall environmentla conditions formed the basis for developing recruitment relationships.";Adult;Negative;N;;Migration appreciably influenced by the amount of inflow into the Sound and the resulting prevalence or absence of hypoxic areas.;Ok;;;;;;;;;;;;;
Mikkelsen2019a;a;Underwater noise;Behavior;Seals;Baltic grey seals (Halichoerus grypus);2019;Mikkelsen, Lonnie and Johnson, Mark and Wisniewska, Danuta Maria and van Neer, Abbo and Siebert, Ursula and Madsen, Peter Teglberg and Teilmann, Jonas;Long-term sound and movement recording tags to study natural behavior and reaction to ship noise of seals;The impact of anthropogenic noise on marine fauna is of increasing conservation concern with vessel noise being one of the major contributors. Animals that rely on shallow coastal habitats may be especially vulnerable to this form of pollution. Very limited information is available on how much noise from ship traffic individual animals experience, and how they may react to it due to a lack of suitable methods. To address this, we developed long-duration audio and 3D-movement tags (DTAGs) and deployed them on three harbor seals and two gray seals in the North Sea during 2015-2016. These tags recorded sound, accelerometry, magnetometry, and pressure continuously for up to 21 days. GPS positions were also sampled for one seal continuously throughout the recording period. A separate tag, combining a camera and an accelerometer logger, was deployed on two harbor seals to visualize specific behaviors that helped interpret accelerometer signals in the DTAG data. Combining data from depth, accelerometer, and audio sensors, we found that animals spent 6.6\%-42.3\% of the time hauled out (either on land or partly submerged), and 5.3\%-12.4\% of their at-sea time resting at the sea bottom, while the remaining time was used for traveling, resting at surface, and foraging. Animals were exposed to audible vessel noise 2.2\%-20.5\% of their time when in water, and we demonstrate that interruption of functional behaviors (e.g., resting) in some cases coincides with high-level vessel noise. Two-thirds of the ship noise events were traceable by the AIS vessel tracking system, while one-third comprised vessels without AIS. This preliminary study demonstrates how concomitant long-term continuous broadband on-animal sound and movement recordings may be an important tool in future quantification of disturbance effects of anthropogenic activities at sea and assessment of long-term population impacts on pinnipeds.;10.1002/ece3.4923;"""DTAG recordings from both seal species contained examples of behavioral changes that coincided with vessel encounters. For the gray seal (gs15_139b) depicted in Figure 2b-c, several ship passages resulted in elevated noise levels (35.5% of the day shown), and at least one of the vessel passes occurred when the seal was in a resting dive, which was subsequently interrupted as shown in Figure 4. In this plot, the animal initially exhibits at-sea resting behavior. At around 06:44:00, ship noise becomes audible and is clearly visible in the spectral plot by 07:08:00, indicating that the vessel is approaching the animal. Shortly thereafter, at 07:09:50 (Figure 4d–f), the seal breaks off an ascent from an apparently normal resting dive, descents briefly to then resume ascending to the surface. During the next dive (07:12:30), the animal accelerates rapidly at the bottom and makes an interrupted ascent before returning to the surface to breathe. The vessel noise reached a maximum broadband level of 113 dB re 1 µPa RMS (0.1–50 kHz, 1 s average) at 07:12:10 when the seal was still at the bottom. The depth and acceleration data following this vessel encounter (Figure 4b,c) indicate that the seal terminated its resting behavior and began active swimming soon after 07:16:00. Vessel noise ceased to be audible at 09:35:19.""";German North Sea;54,64;8,04;Field;DTAGs applied to seals to measure actual acoustic environment in addition to seal movement.;Adult;Negative;N;;Disruption of behavior, including sea bottom resting, by ship noise evident in tag data.;Ok;;;;;;;;;;;;;
Misund1996a;a;Underwater noise;Behavior;herring (Clupea harengus);herring (Clupea harengus);1996;Misund, OA and Ovredal, JT and Hafsteinsson, MT;Reactions of herring schools to the sound field of a survey vessel;The underwater sound of R/V `'Johan Hjort'' as a function of aspect angle has been mapped by cruising along parallel transects at various distances from the recording unit. At frequencies over 125 Hz there was a minimum in front of the vessel, and lobes of higher intensity on both sides. About 20\% of the herring schools recorded during a survey in the North Sea seemed to react to the survey vessel. The distance at which the schools reacted varied from about 25 m and up to about 1000 m in front of the vessel. Within a sector of 20 degrees on each side of the path of the vessel, the fraction of schools reacting increased to about 50\%. Most of the schools that reacted seem to be herded in front of the vessel. This reaction pattern may indicate either that the schools reacted to the higher sound intensity to the side of the vessel or that the pattern occurred because of a `'pursuit effect''. Despite the apparent herding, more than 40\% of the schools in front of the vessel were not recorded by the echo sounder. It is therefore argued that horizontal avoidance close to the vessel may have caused an underestimation of the biomass of herring of about 20\%.;10.1051/alr:1996002;"""This means that the sound intensity at the leading
edge of the school is twice as high as at the rear of
the school. Under such circumstances, it is possible
that individuals near the front rnay start turning, and
through quick synchrokinesis (Kils, 1986) the whole school rnay tum and swim towards the path of the
approaching vessel and lower sound intensity. Such a
reaction rnay explain the avoidance behaviour shown
by the 16 hemng schools that seemed to be herded in
front of the approaching vessel. """;Bergen;60,62;4,90;Survey;"""When a school
was dctccted by the sonar, a cursor was placed at the
centre of the school projection, and the target-tracking
mode of the sonar was initialized. The sonar then
tracked the school automatically, and calculated the
vessel-to-school bearing and range, and the horizontal
speed, depth and heading of the school. Together
with data on vessel speed obtained from the ship's
log and vessel heading taken from the gyrocompass,
the sonar data were logged ping by ping on a HP
90001720 workstation connected to the RS 232 serial
Dort of the sonar. The observations were visualized
in a coordinate system presenting the true motion
of the schools in relation to the vessel as it moved
along the Y-axis of the system (Hafsteinsson and
Misund, 1994)""";Adult;Negative;N;;Impact of ship noise, specifically a research vessel, is demonstrated. Appears to be a herding or pursuit affect, limiting effectiveness of side placed measurement devices.;Ok;;;;;;;;;;;;;
Moellmann2008a;a;;;Sprat (Sprattus sprattus);Sprat (Sprattus sprattus);2008;Moellmann, Christian and Mueller-Karulis, Baerbel and Kornilovs, Georgs and St John, Michael A.;Effects of climate and overfishing on zooplankton dynamics and ecosystem structure:: regime shifts, trophic cascade, and feedback loops in a simple ecosystem;"The Central Baltic Sea is the largest brackish waterbody in the world ocean, containing a highly productive but low-diversity ecosystem. Climate-induced changes in hydrography recently caused an ecosystem regime shift with changes at all trophic levels. The most pronounced changes in the ecosystem occurred at the zooplankton and fish trophic levels. in the zooplankton, dominance changed between the copepods Pseudocalanus acuspes and Acartia spp., a result of reduced salinities and increased temperatures. The change in hydrography also affected the reproductive success of the major fish species, resulting in a change in dominance from the piscivorous cod (Gadus morhua) to the planktivorous sprat (Sprattus sprattus). First, we investigate statistically the occurrence of regime shifts in time-series of key hydrographic variables and the biomass time-series of key species. Second, we demonstrate a three-level trophic cascade involving zooplankton. Finally, we model the ecosystem effects of the abiotic and biotic changes on copepod biomass and recruitment of fish stocks. Our results demonstrate the linkage between climate-induced zooplankton and fish regime changes, and how overfishing amplified the climate-induced changes at both trophic levels. Hence, our study demonstrates (i) the multiple pathways along which climatic and anthropogenic pressures can propagate through the foodweb; (ii) how both effects act synergistically to cause and stabilize regime changes, and (iii) the crucial role of zooplankton in mediating these ecosystem changes.";10.1093/icesjms/fsm197;;;;;;;;;;;Exclude, develops a conceptual model describing the conditions that led to the observed regime shift of cod to clupeid dominance without drawing conclusions about future stressors and impacts.;Ok;;;;;;;;;;;;;
Molina2019a;a;;;;;2019;Molina, Eric Jorda and Silberberger, Marc J. and Kokarev, Valentin and Reiss, Henning;Environmental drivers of benthic community structure in a deep sub-arctic fjord system;Fjords are unique geomorphological features that are found globally along (previously) glaciated coasts. They are characteristic for the entire Norwegian coast, where growing human populations and economic development increasingly impact the associated fjord ecosystems, and accordingly basic knowledge about ecosystem structure and functioning is needed. Knowledge about benthic systems within deep basins (over 400 m) of sub-Arctic fjords is currently missing and it remains questionable whether our understanding of similarly deep temperate fjords or shallower sub-arctic fjords is directly transferable to such systems. This study aims to investigate the patterns of soft-bottom benthic communities within a northern Norwegian deep multibasin fjord system and relate them to the prevailing environmental conditions, following a sampling strategy of many-sites with one-sample each. Here we show that oxygen content of the water and organic matter gradients in the sediment, structure the benthic communities of the fjord reflecting the main basins. We found that the community of the deepest basin ( > 700 m) of this sub-Arctic fjord is similar to the community just outside of Tysfjord at the same depth but differ from other communities within the fjord. Furthermore, the deep basin community reflects deep communities of temperate fjords and the deep Skagerrak. The community within the innermost basin is well adapted to periodic hypoxia with low quality or degraded food supply. Our results demonstrated that fjord specific multibasin topography and the corresponding environmental factors are important drivers of ecological processes, which resulted in distinct benthic communities in each of the three basins. The management of such heterogeneous fjord ecosystems should take an adaptive approach and apply measures that take the differences of these benthic communities into account.;10.1016/j.ecss.2019.05.021;;;;;;;;;;;Exclude, results specific to a fjord outside study area.;Ok;;;;;;;;;;;;;
Moll2024a;a;Warming, temperature;Reproduction/Recruitment;herring (Clupea harengus);herring (Clupea harengus);2024;Moll, Dorothee and Asmus, Harald and Bloecker, Alexandra and Boettcher, Uwe and Conradt, Jan and Faerber, Leonie and Funk, Nicole and Funk, Steffen and Gutte, Helene and Hinrichsen, Hans-Harald and Kotterba, Paul and Krumme, Uwe and Madiraca, Frane and Meier, H. E. Markus and Meyer, Steffi and Moritz, Timo and Otto, Saskia A. and Pinto, Guilherme and Polte, Patrick and Riekhof, Marie-Catherine and Sarrazin, Victoria and Scotti, Marco and Voss, Rudi and Winkler, Helmut and Moellmann, Christian;A climate vulnerability assessment of the fish community in the Western Baltic Sea;Marine fisheries are increasingly impacted by climate change, affecting species distribution and productivity, and necessitating urgent adaptation efforts. Climate vulnerability assessments (CVA), integrating expert knowledge, are vital for identifying species that could thrive or suffer under changing environmental conditions. This study presents a first CVA for the Western Baltic Sea's fish community, a crucial fishing area for Denmark and Germany. Characterized by a unique mix of marine, brackish, and freshwater species, this coastal ecosystem faces significant changes due to the combined effects of overfishing, eutrophication and climate change. Our CVA involved a qualitative expert scoring of 22 fish species, assessing their sensitivity and exposure to climate change. Our study revealed a dichotomy in climate change vulnerability within the fish community of the Western Baltic Sea because traditional fishing targets cod and herring as well as other species with complex life histories are considered to face increased risks, whereas invasive or better adaptable species might thrive under changing conditions. Our findings hence demonstrate the complex interplay between life-history traits and climate change vulnerability in marine fish communities. Eventually, our study provides critical knowledge for the urgent development of tailored adaptation efforts addressing existing but especially future effects of climate change on fish and fisheries in the Western Baltic Sea, to navigate this endangered fisheries systems into a sustainable future.;10.1038/s41598-024-67029-2;"""A further obvious result of our study is that experts assessed the traditionally dominating fishing targets in the Western Baltic, cod and herring, as highly sensitive to climate change. In contrast to other highly sensitive species, the sensitivity of cod is not related to any complex life-cycle attributes, but to its dependence on higher salinities56. Generally, cod is considered to suffer from the effects of climate change in the Western Baltic Sea, especially warming, while the exact process is still unclear18,57,58,59. In contrast, herring is tolerant to a wide range of salinity changes60,61, but belongs to the group of climate sensitive species because of its rather complex life cycle. Demersal spawning of herring requires specific habitats such as vegetated coastal waters, i.e., estuaries, lagoons, and bays62. Egg development and recruitment are therefore highly dependent on environmental conditions and especially the temperature regime in the littoral zone. Our exposure analysis revealed that essential inshore nursery habitats will face drastic drastic future warming, potentially limiting recruitment and reducing stock productivity. Furthermore, milder winter temperatures in recent years have likely caused a shift in spawning phenology, resulting in a potential mismatch of prey items for herring larvae during their critical first-feeding stage19.""";Western Baltic Sea;54,74;12,77;Model;Climate Vulnerability Assessment (CVA) based on expert sensitivity ratings, literature review, and expert workshops.;Adult;Negative;N;;Herring scored among the most sensitive with some of the strongest negative climate effects predicted on the basis of specific egg and spawning habitat requirements.;Ok;;;;;;;;;;;;;
